fips,name,type,totalvote2016,democrat2016,republican2016,others2016,write_ins2016,none_of_these_candidates2016
19059,Dickinso,County,10354,3056,6753,456,89,0
19061,Dubuque,County,49721,22850,23460,2907,504,0
19063,Emmet,County,4753,1357,3124,231,41,0
19065,Fayette,County,9975,3689,5620,562,104,0
19067,Floyd,County,8060,3179,4375,437,69,0
19069,Franklin,County,4968,1493,3163,274,38,0
19071,Fremont,County,3595,963,2407,194,31,0
19073,Greene,County,4821,1691,2820,255,55,0
19075,Grundy,County,6872,1856,4527,393,96,0
19077,Guthrie,County,5750,1732,3628,337,53,0
19079,Hamilton,County,7694,2726,4463,425,80,0
19081,Hancock,County,5871,1587,3977,266,41,0
19083,Hardin,County,8533,2787,5254,423,69,0
19085,Harrison,County,7465,2131,4902,364,68,0
19087,Henry,County,9404,2904,5779,627,94,0
19089,Howard,County,4559,1677,2611,224,47,0
19091,Humboldt,County,5087,1252,3568,218,49,0
19093,Ida,County,3612,792,2655,144,21,0
19095,Iowa,County,8904,3084,5205,530,85,0
19097,Jackson,County,10310,3837,5824,547,102,0
19099,Jasper,County,19034,7109,10560,1112,253,0
19101,Jefferso,County,8156,3710,3748,562,136,0
19103,Johnson,County,76940,50200,21044,4732,964,0
19105,Jones,County,10133,3787,5720,517,109,0
19107,Keokuk,County,4985,1342,3390,209,44,0
19109,Kossuth,County,8607,2543,5653,341,70,0
19111,Lee,County,16151,6215,8803,946,187,0
19113,Linn,County,117098,58935,48390,8070,1703,0
19115,Louisa,County,5008,1648,3069,243,48,0
19117,Lucas,County,4354,1239,2877,188,50,0
19119,Lyon,County,6377,920,5192,233,32,0
19121,Madison,County,8636,2678,5360,527,71,0
19123,Mahaska,County,10632,2619,7432,486,95,0
19125,Marion,County,17816,5482,10962,1149,223,0
19127,Marshall,County,17980,7652,9146,954,228,0
19129,Mills,County,7698,2090,5067,482,59,0
19131,Mitchell,County,5417,1888,3190,305,34,0
19133,Monona,County,4572,1247,3120,166,39,0
19135,Monroe,County,3865,1056,2638,157,14,0
19137,Montgome,County,5044,1314,3436,255,39,0
19139,Muscatin,County,19434,8368,9584,1269,213,0
19141,O'Brien,County,7406,1315,5752,303,36,0
19143,Osceola,County,3213,552,2531,117,13,0
19145,Page,County,7044,1807,4893,295,49,0
19147,Palo Alt,County,4703,1398,3081,200,24,0
19149,Plymouth,County,13190,2885,9680,523,102,0
19151,Pocahont,County,3865,963,2702,177,23,0
19153,Polk,County,231555,119804,93492,15363,2896,0
19155,Pottawat,County,42680,15355,24447,2447,431,0
19157,Poweshie,County,9833,4304,4946,488,95,0
19159,Ringgold,County,2707,753,1824,111,19,0
19161,Sac,County,5212,1270,3703,197,42,0
19163,Scott,County,86220,40440,39149,5512,1119,0
19165,Shelby,County,6370,1662,4362,283,63,0
19167,Sioux,County,18194,2300,14785,944,165,0
19169,Story,County,50667,25709,19458,4809,691,0
19171,Tama,County,8752,3196,4971,475,110,0
19173,Taylor,County,3029,758,2111,140,20,0
19175,Union,County,5832,1922,3525,328,57,0
19177,Van Bure,County,3561,845,2527,157,32,0
19179,Wapello,County,15149,5594,8715,696,144,0
19181,Warren,County,27300,10411,14814,1780,295,0
19183,Washingt,County,10929,3943,6173,717,96,0
19185,Wayne,County,2940,719,2069,133,19,0
19187,Webster,County,17430,6305,10056,899,170,0
19189,Winnebag,County,5787,1931,3447,361,48,0
19191,Winneshi,County,11362,5254,5344,648,116,0
19193,Woodbury,County,43718,16210,24727,2212,569,0
19195,Worth,County,4257,1530,2453,250,24,0
19197,Wright,County,6026,1896,3800,270,60,0
20001,Allen,County,5509,1433,3651,370,55,0
20003,Anderson,County,3350,672,2435,243,0,0
20005,Atchison,County,6575,1989,4049,537,0,0
20007,Barber,County,2261,286,1850,116,9,0
20009,Barton,County,10339,1839,7888,541,71,0
20011,Bourbon,County,6175,1336,4424,333,82,0
20013,Brown,County,4073,863,2906,267,37,0
20015,Butler,County,27657,6573,19073,2011,0,0
20017,Chase,County,1369,316,969,84,0,0
20019,Chautauq,County,1481,197,1236,48,0,0
20021,Cherokee,County,8718,2005,6182,433,98,0
20023,Cheyenne,County,1407,181,1173,53,0,0
20025,Clark,County,1012,120,825,60,7,0
20027,Clay,County,3858,677,2891,252,38,0
20029,Cloud,County,3955,761,2919,250,25,0
20031,Coffey,County,4068,727,3050,291,0,0
20033,Comanche,County,867,102,715,50,0,0
20035,Cowley,County,12621,3551,8270,800,0,0
20037,Crawford,County,15074,5199,8624,1068,183,0
20039,Decatur,County,1457,178,1210,64,5,0
20041,Dickinso,County,8210,1609,6029,571,1,0
20043,Doniphan,County,3395,587,2606,185,17,0
20045,Douglas,County,51031,31195,14688,4204,944,0
20047,Edwards,County,1319,212,1037,70,0,0
20049,Elk,County,1259,160,1048,51,0,0
20051,Ellis,County,12062,2742,8466,739,115,0
20053,Ellswort,County,2706,521,1969,189,27,0
20055,Finney,County,10285,3195,6350,614,126,0
20057,Ford,County,7774,2149,5114,455,56,0
20059,Franklin,County,11082,2892,7185,888,117,0
20061,Geary,County,7588,2722,4274,508,84,0
20063,Gove,County,1343,149,1140,54,0,0
20065,Graham,County,1284,188,1025,71,0,0
20067,Grant,County,2389,441,1804,144,0,0
20069,Gray,County,2066,263,1698,105,0,0
20071,Greeley,County,650,83,534,33,0,0
20073,Greenwoo,County,2840,485,2160,195,0,0
20075,Hamilton,County,876,121,705,50,0,0
20077,Harper,County,2587,393,1996,189,9,0
20079,Harvey,County,15116,5068,8668,1180,200,0
20081,Haskell,County,1354,245,1040,69,0,0
20083,Hodgeman,County,1017,124,855,38,0,0
20085,Jackson,County,5818,1512,3939,367,0,0
20087,Jefferso,County,8440,2518,5213,606,103,0
20089,Jewell,County,1494,180,1223,91,0,0
20091,Johnson,County,294208,129852,137490,22738,4128,0
20093,Kearny,County,1316,174,1075,67,0,0
20095,Kingman,County,3334,599,2530,205,0,0
20097,Kiowa,County,1092,114,900,65,13,0
20099,Labette,County,8218,2291,5335,481,111,0
20101,Lane,County,871,106,718,47,0,0
20103,Leavenwo,County,30639,10209,17638,2454,338,0
20105,Lincoln,County,1464,215,1179,70,0,0
20107,Linn,County,4454,736,3484,207,27,0
20109,Logan,County,1361,149,1132,76,4,0
20111,Lyon,County,12472,4649,6552,1087,184,0
20113,McPherso,County,12742,3226,8549,967,0,0
20115,Marion,County,5670,1204,4003,417,46,0
20117,Marshall,County,4673,1072,3307,294,0,0
20119,Meade,County,1732,210,1415,95,12,0
20121,Miami,County,15175,3991,10003,1028,153,0
20123,Mitchell,County,2942,477,2308,157,0,0
20125,Montgome,County,12004,2637,8679,687,1,0
20127,Morris,County,2624,601,1820,203,0,0
20129,Morton,County,1200,147,995,50,8,0
20131,Nemaha,County,5122,725,4124,273,0,0
20133,Neosho,County,6314,1501,4431,382,0,0
20135,Ness,County,1454,162,1228,64,0,0
20137,Norton,County,2234,281,1840,113,0,0
20139,Osage,County,7153,1753,4826,467,107,0
20141,Osborne,County,1788,233,1460,95,0,0
20143,Ottawa,County,2924,424,2283,196,21,0
20145,Pawnee,County,2661,579,1904,178,0,0
20147,Phillips,County,2664,300,2233,131,0,0
20149,Pottawat,County,10693,2225,7612,856,0,0
20151,Pratt,County,3842,771,2838,232,1,0
20153,Rawlins,County,1472,163,1220,88,1,0
20155,Reno,County,24536,6837,15513,1859,327,0
20157,Republic,County,2529,375,2024,130,0,0
20159,Rice,County,3804,695,2837,272,0,0
20161,Riley,County,21974,9341,10107,2084,442,0
20163,Rooks,County,2419,275,2031,113,0,0
20165,Rush,County,1503,233,1197,73,0,0
20167,Russell,County,3193,461,2574,158,0,0
20169,Saline,County,22064,6317,13828,1918,1,0
20171,Scott,County,2202,236,1865,101,0,0
20173,Sedgwick,County,191798,69627,104353,14800,3018,0
20175,Seward,County,5038,1628,3159,251,0,0
20177,Shawnee,County,76766,33926,35934,5544,1362,0
20179,Sheridan,County,1374,127,1197,50,0,0
20181,Sherman,County,2625,347,2089,176,13,0
20183,Smith,County,2042,297,1661,84,0,0
20185,Stafford,County,1896,304,1490,102,0,0
20187,Stanton,County,637,115,492,30,0,0
20189,Stevens,County,1891,220,1599,72,0,0
20191,Sumner,County,9722,2076,6984,662,0,0
20193,Thomas,County,3576,473,2908,195,0,0
20195,Trego,County,1482,198,1227,57,0,0
20197,Wabaunse,County,3380,776,2372,232,0,0
20199,Wallace,County,798,46,721,31,0,0
20201,Washingt,County,2765,387,2194,184,0,0
20203,Wichita,County,956,140,769,47,0,0
20205,Wilson,County,3591,594,2788,209,0,0
20207,Woodson,County,1443,273,1082,88,0,0
20209,Wyandott,County,49243,30146,15806,2829,462,0
21001,Adair,County,8233,1323,6637,273,0,0
21003,Allen,County,8096,1349,6466,280,1,0
21005,Anderson,County,11422,2634,8242,546,0,0
21007,Ballard,County,4101,816,3161,124,0,0
21009,Barren,County,18488,4275,13483,730,0,0
21011,Bath,County,4587,1361,3082,140,4,0
21013,Bell,County,9718,1720,7764,234,0,0
21015,Boone,County,57618,15026,39082,3507,3,0
21017,Bourbon,County,8803,2791,5569,443,0,0
21019,Boyd,County,20454,6021,13591,842,0,0
21021,Boyle,County,12946,4281,8040,624,1,0
21023,Bracken,County,3527,705,2711,111,0,0
21025,Breathit,County,5738,1537,3991,210,0,0
21027,Breckinr,County,8774,1960,6484,330,0,0
21029,Bullitt,County,36069,8255,26210,1603,1,0
21031,Butler,County,5576,947,4428,201,0,0
21033,Caldwell,County,5975,1260,4507,208,0,0
21035,Calloway,County,16049,4749,10367,933,0,0
21037,Campbell,County,42510,14658,25050,2802,0,0
21039,Carlisle,County,2601,432,2094,75,0,0
21041,Carroll,County,3855,1106,2588,161,0,0
21043,Carter,County,10278,2276,7587,411,4,0
21045,Casey,County,6439,767,5482,190,0,0
21047,Christia,County,22083,7188,14108,787,0,0
21049,Clark,County,16205,4706,10710,789,0,0
21051,Clay,County,6767,752,5861,154,0,0
21053,Clinton,County,4462,547,3809,106,0,0
21055,Crittend,County,4037,617,3290,130,0,0
21057,Cumberla,County,3066,459,2502,105,0,0
21059,Daviess,County,45807,14163,28907,2736,1,0
21061,Edmonson,County,5244,979,4135,130,0,0
21063,Elliott,County,2855,740,2000,115,0,0
21065,Estill,County,5545,1108,4236,201,0,0
21067,Fayette,County,136315,69778,56894,9641,2,0
21069,Fleming,County,6260,1348,4722,189,1,0
21071,Floyd,County,16540,4015,11993,532,0,0
21073,Franklin,County,23865,10717,11819,1329,0,0
21075,Fulton,County,2382,774,1549,59,0,0
21077,Gallatin,County,3338,749,2443,146,0,0
21079,Garrard,County,7623,1453,5904,266,0,0
21081,Grant,County,9559,1910,7268,381,0,0
21083,Graves,County,16606,3308,12671,627,0,0
21085,Grayson,County,10576,1959,8219,398,0,0
21087,Green,County,5333,832,4372,129,0,0
21089,Greenup,County,16277,4146,11546,585,0,0
21091,Hancock,County,4295,1244,2788,263,0,0
21093,Hardin,County,43156,13944,26971,2241,0,0
21095,Harlan,County,10757,1372,9129,256,0,0
21097,Harrison,County,7781,2031,5435,315,0,0
21099,Hart,County,7264,1730,5320,214,0,0
21101,Henderso,County,19710,6707,12159,843,1,0
21103,Henry,County,7149,1828,4944,377,0,0
21105,Hickman,County,2157,449,1657,51,0,0
21107,Hopkins,County,20345,4310,15277,758,0,0
21109,Jackson,County,5501,482,4889,130,0,0
21111,Jefferso,County,353100,190836,143768,18466,30,0
21113,Jessamin,County,23326,6144,15474,1708,0,0
21115,Johnson,County,9572,1250,8043,279,0,0
21117,Kenton,County,71998,24214,42958,4823,3,0
21119,Knott,County,5763,1245,4357,161,0,0
21121,Knox,County,12012,1761,9885,366,0,0
21123,Larue,County,6367,1278,4799,290,0,0
21125,Laurel,County,24833,3440,20592,801,0,0
21127,Lawrence,County,6042,1045,4816,181,0,0
21129,Lee,County,2667,444,2151,72,0,0
21131,Leslie,County,4492,400,4015,77,0,0
21133,Letcher,County,9134,1542,7293,299,0,0
21135,Lewis,County,5298,785,4363,150,0,0
21137,Lincoln,County,9561,1865,7338,358,0,0
21139,Livingst,County,4645,887,3570,188,0,0
21141,Logan,County,10899,2755,7778,366,0,0
21143,Lyon,County,3962,1045,2789,128,0,0
21145,McCracke,County,31307,9134,20774,1399,0,0
21147,McCreary,County,5776,664,5012,100,0,0
21149,McLean,County,4566,988,3381,197,0,0
21151,Madison,County,37371,11793,23431,2147,0,0
21153,Magoffin,County,5116,1172,3824,120,0,0
21155,Marion,County,8111,2679,5122,310,0,0
21157,Marshall,County,16698,3672,12322,703,1,0
21159,Martin,County,3953,363,3503,87,0,0
21161,Mason,County,7219,1970,4944,305,0,0
21163,Meade,County,12231,3026,8660,545,0,0
21165,Menifee,County,2779,700,2010,69,0,0
21167,Mercer,County,10585,2395,7740,450,0,0
21169,Metcalfe,County,4620,976,3491,153,0,0
21171,Monroe,County,4991,601,4278,112,0,0
21173,Montgome,County,11452,3158,7856,435,3,0
21175,Morgan,County,4775,1006,3628,141,0,0
21177,Muhlenbe,County,13060,3272,9393,395,0,0
21179,Nelson,County,20802,6434,13431,936,1,0
21181,Nicholas,County,2841,787,1957,97,0,0
21183,Ohio,County,10398,2080,7942,376,0,0
21185,Oldham,County,32853,10268,20469,2116,0,0
21187,Owen,County,5001,1062,3745,193,1,0
21189,Owsley,County,1759,256,1474,29,0,0
21191,Pendleto,County,6007,1164,4604,239,0,0
21193,Perry,County,10572,2136,8158,278,0,0
21195,Pike,County,24665,4280,19747,638,0,0
21197,Powell,County,4957,1272,3513,172,0,0
21199,Pulaski,County,28041,4208,22902,930,1,0
21201,Robertso,County,1013,222,759,32,0,0
21203,Rockcast,County,6691,915,5609,167,0,0
21205,Rowan,County,8848,3295,5174,379,0,0
21207,Russell,County,8174,1093,6863,218,0,0
21209,Scott,County,24200,7715,15052,1432,1,0
21211,Shelby,County,20580,6276,13196,1107,1,0
21213,Simpson,County,7531,2144,5077,310,0,0
21215,Spencer,County,9515,1921,7196,398,0,0
21217,Taylor,County,11306,2553,8320,433,0,0
21219,Todd,County,4779,1042,3612,125,0,0
21221,Trigg,County,6751,1587,4931,233,0,0
21223,Trimble,County,3798,879,2771,138,10,0
21225,Union,County,6211,1331,4701,179,0,0
21227,Warren,County,48454,16966,28673,2815,0,0
21229,Washingt,County,5636,1420,4013,201,2,0
21231,Wayne,County,7992,1431,6371,190,0,0
21233,Webster,County,5805,1240,4397,168,0,0
21235,Whitley,County,13774,2067,11312,395,0,0
21237,Wolfe,County,2635,753,1804,78,0,0
21239,Woodford,County,13563,4958,7697,908,0,0
22001,Acadia,Parish,27389,5638,21162,589,0,0
22003,Allen,Parish,9245,2106,6867,272,0,0
22005,Ascensio,Parish,54678,16476,36143,2059,0,0
22007,Assumpti,Parish,10904,3931,6714,259,0,0
22009,Avoyelle,Parish,16586,5035,11165,386,0,0
22011,Beaurega,Parish,15078,2393,12238,447,0,0
22013,Bienvill,Parish,7005,3129,3756,120,0,0
22015,Bossier,Parish,49848,12641,35474,1733,0,0
22017,Caddo,Parish,105804,53483,49006,3315,0,0
22019,Calcasie,Parish,83785,26296,54191,3298,0,0
22021,Caldwell,Parish,4692,788,3822,82,0,0
22023,Cameron,Parish,3692,323,3256,113,0,0
22025,Catahoul,Parish,4856,1322,3479,55,0,0
22027,Claiborn,Parish,6421,2717,3585,119,0,0
22029,Concordi,Parish,8872,3272,5477,123,0,0
22031,De Soto,Parish,13500,5165,8068,267,0,0
22033,East Bat,Parish,196491,102828,84660,9003,0,0
22035,East Car,Parish,2939,1838,1059,42,0,0
22037,East Fel,Parish,10042,4235,5569,238,0,0
22039,Evangeli,Parish,14882,4208,10360,314,0,0
22041,Franklin,Parish,9162,2506,6514,142,0,0
22043,Grant,Parish,8821,1181,7408,232,0,0
22045,Iberia,Parish,32454,10698,20903,853,0,0
22047,Ibervill,Parish,16043,8324,7320,399,0,0
22049,Jackson,Parish,7464,2139,5169,156,0,0
22051,Jefferso,Parish,181639,73670,100398,7571,0,0
22053,Jefferso,Parish,14277,3080,10775,422,0,0
22055,Lafayett,Parish,105603,32726,68195,4682,0,0
22057,Lafourch,Parish,41645,8423,31959,1263,0,0
22059,La Salle,Parish,6569,605,5836,128,0,0
22061,Lincoln,Parish,18669,7107,10761,801,0,0
22063,Livingst,Parish,57730,6950,48824,1956,0,0
22065,Madison,Parish,4732,2744,1927,61,0,0
22067,Morehous,Parish,11852,5155,6502,195,0,0
22069,Natchito,Parish,16621,7144,8968,509,0,0
22071,Orleans,Parish,165812,133996,24292,7524,0,0
22073,Ouachita,Parish,68017,24428,41734,1855,0,0
22075,Plaquemi,Parish,10573,3347,6900,326,0,0
22077,Pointe C,Parish,11761,4764,6789,208,0,0
22079,Rapides,Parish,56844,18322,36816,1706,0,0
22081,Red Rive,Parish,4422,1938,2391,93,0,0
22083,Richland,Parish,9597,3157,6287,153,0,0
22085,Sabine,Parish,9787,1703,7879,205,0,0
22087,St. Bern,Parish,15815,4960,10237,618,0,0
22089,St. Char,Parish,26192,8559,16621,1012,0,0
22091,St. Hele,Parish,5964,3353,2497,114,0,0
22093,St. Jame,Parish,12085,6418,5456,211,0,0
22095,St. John,Parish,20743,12661,7569,513,0,0
22097,St. Land,Parish,39977,17209,21971,797,0,0
22099,St. Mart,Parish,25750,8266,16873,611,0,0
22101,St. Mary,Parish,22877,8050,14359,468,0,0
22103,St. Tamm,Parish,124392,27717,90915,5760,0,0
22105,Tangipah,Parish,52416,16878,33959,1579,0,0
22107,Tensas,Parish,2548,1332,1182,34,0,0
22109,Terrebon,Parish,43896,10665,31902,1329,0,0
22111,Union,Parish,10894,2691,7972,231,0,0
22113,Vermilio,Parish,25632,4857,20063,712,0,0
22115,Vernon,Parish,16633,2665,13471,497,0,0
22117,Washingt,Parish,18628,5692,12556,380,0,0
22119,Webster,Parish,18145,6260,11542,343,0,0
22121,West Bat,Parish,12712,5383,6927,402,0,0
22123,West Car,Parish,4759,715,3970,74,0,0
22125,West Fel,Parish,5799,2248,3390,161,0,0
22127,Winn,Parish,6372,1644,4608,120,0,0
23001,Androsco,County,55601,23009,28227,4365,0,0
23003,Aroostoo,County,35097,13386,19419,2292,0,0
23005,Cumberla,County,171818,102981,57709,11128,0,0
23007,Franklin,County,16488,7016,7918,1554,0,0
23009,Hancock,County,32130,16117,13705,2308,0,0
23011,Kennebec,County,66208,29302,31675,5231,0,0
23013,Knox,County,23147,12443,9148,1556,0,0
23015,Lincoln,County,21503,10241,9727,1535,0,0
23017,Oxford,County,31201,12172,16210,2819,0,0
23019,Penobsco,County,80540,32838,41622,6074,6,0
23021,Piscataq,County,9182,3098,5406,678,0,0
23023,Sagadaho,County,21616,10664,9304,1648,0,0
23025,Somerset,County,26064,9092,15001,1971,0,0
23027,Waldo,County,22707,10440,10378,1889,0,0
23029,Washingt,County,16365,6075,9093,1197,0,0
23031,York,County,114274,55844,50403,8027,0,0
23099,Overseas,Overse,,,,,,
24001,Allegany,County,30654,7875,21270,1277,232,0
24003,Anne Aru,County,270081,128419,122403,15284,3975,0
24005,Baltimor,County,390682,218412,149477,18318,4475,0
24009,Calvert,County,47408,18225,26176,2498,509,0
24011,Caroline,County,14113,4009,9368,613,123,0
24013,Carroll,County,91848,26567,58215,5801,1265,0
24015,Cecil,County,45269,13650,28868,2416,335,0
24017,Charles,County,78303,49341,25614,2670,678,0
24019,Dorchest,County,15225,6245,8413,474,93,0
24021,Frederic,County,125677,56522,59522,7938,1695,0
24023,Garrett,County,14011,2567,10776,561,107,0
24025,Harford,County,133672,47077,77860,7170,1565,0
24027,Howard,County,162193,102597,47484,9508,2604,0
24029,Kent,County,10021,4575,4876,443,127,0
24031,Montgome,County,478873,357837,92704,20606,7726,0
24033,Prince G,County,390385,344049,32811,10129,3396,0
24035,Queen An,County,26523,7973,16993,1287,270,0
24037,St. Mary,County,49842,17534,28663,3071,574,0
24039,Somerset,County,9900,4196,5341,282,81,0
24041,Talbot,County,20553,8653,10724,899,277,0
24043,Washingt,County,65991,21129,40998,3224,640,0
24045,Wicomico,County,42547,18050,22198,1873,426,0
24047,Worceste,County,28273,9753,17210,1048,262,0
24510,Baltimor,City,239402,202673,25205,9120,2404,0
25001,Barnstab,County,135781,72430,54099,7333,1919,0
25003,Berkshir,County,65617,43714,16839,4250,814,0
25005,Bristol,County,252140,129540,105443,13976,3181,0
25007,Dukes,County,11674,8400,2477,625,172,0
25009,Essex,County,385370,222310,136316,21245,5499,0
25011,Franklin,County,38821,24478,10364,3335,644,0
25013,Hampden,County,206101,112590,78685,11842,2984,0
25015,Hampshir,County,84193,55367,21790,5777,1259,0
25017,Middlese,County,796735,520360,219793,43875,12707,0
25019,Nantucke,County,6508,4146,1892,368,102,0
25021,Norfolk,County,367695,221819,119723,20020,6133,0
25023,Plymouth,County,271177,135513,115369,15981,4314,0
25025,Suffolk,County,313283,245751,50421,12569,4542,0
25027,Worceste,County,389951,198778,157682,27245,6246,0
26001,Alcona,County,6198,1732,4201,265,0,0
26003,Alger,County,4518,1663,2585,270,0,0
26005,Allegan,County,56120,18050,34183,3553,334,0
26007,Alpena,County,14768,4877,9090,731,70,0
26009,Antrim,County,13667,4448,8469,665,85,0
26011,Arenac,County,7729,2384,4950,362,33,0
26013,Baraga,County,3518,1156,2158,176,28,0
26015,Barry,County,30517,9114,19202,2013,188,0
26017,Bay,County,53274,21642,28328,3007,297,0
26019,Benzie,County,10228,4108,5539,581,0,0
26021,Berrien,County,72031,29495,38647,3888,1,0
26023,Branch,County,17663,5061,11786,816,0,0
26025,Calhoun,County,58902,24157,31494,3251,0,0
26027,Cass,County,22595,7270,14243,1080,2,0
26029,Charlevo,County,14654,5137,8674,778,65,0
26031,Cheboyga,County,13672,4302,8683,687,0,0
26033,Chippewa,County,15552,5379,9122,955,96,0
26035,Clare,County,13449,4249,8505,635,60,0
26037,Clinton,County,40937,16492,21636,2523,286,0
26039,Crawford,County,6844,2110,4354,380,0,0
26041,Delta,County,18594,6436,11121,935,102,0
26043,Dickinso,County,13232,3923,8580,662,67,0
26045,Eaton,County,56575,24938,27609,3672,356,0
26047,Emmet,County,18994,6972,10616,1214,192,0
26049,Genesee,County,197641,102751,84175,9369,1346,0
26051,Gladwin,County,12542,3794,8124,554,70,0
26053,Gogebic,County,7383,2925,4018,385,55,0
26055,Grand Tr,County,51985,20965,27413,3211,396,0
26057,Gratiot,County,16465,5666,9880,919,0,0
26059,Hillsdal,County,19940,4799,14095,1046,0,0
26061,Houghton,County,15761,6018,8475,1131,137,0
26063,Huron,County,15944,4579,10692,646,27,0
26065,Ingham,County,132135,79110,43868,8159,998,0
26067,Ionia,County,27039,8352,16635,1867,185,0
26069,Iosco,County,13429,4345,8345,671,68,0
26071,Iron,County,5960,2004,3675,231,50,0
26073,Isabella,County,25540,11404,12338,1650,148,0
26075,Jackson,County,70125,25795,39793,4089,448,0
26077,Kalamazo,County,126299,67148,51034,8116,1,0
26079,Kalkaska,County,8833,2280,6116,437,0,0
26081,Kent,County,310894,138683,148180,21313,2718,0
26083,Keweenaw,County,1434,527,814,93,0,0
26085,Lake,County,5358,1939,3159,230,30,0
26087,Lapeer,County,45183,12734,30037,2411,1,0
26089,Leelanau,County,14892,6774,7239,744,135,0
26091,Lenawee,County,46298,16750,26430,2758,360,0
26093,Livingst,County,106489,34384,65680,5801,624,0
26095,Luce,County,2591,681,1756,142,12,0
26097,Mackinac,County,6144,2085,3744,268,47,0
26099,Macomb,County,419312,176317,224665,18328,2,0
26101,Manistee,County,12660,4979,6915,705,61,0
26103,Marquett,County,33218,16042,14646,2288,242,0
26105,Mason,County,14792,5281,8505,899,107,0
26107,Mecosta,County,17259,5827,10305,1036,91,0
26109,Menomine,County,10824,3539,6702,527,56,0
26111,Midland,County,42776,15635,23846,3025,270,0
26113,Missauke,County,7317,1565,5386,366,0,0
26115,Monroe,County,74655,26863,43261,4093,438,0
26117,Montcalm,County,26760,7874,16907,1834,145,0
26119,Montmore,County,5032,1287,3498,224,23,0
26121,Muskegon,County,78723,37304,36127,4657,635,0
26123,Newaygo,County,22782,6212,15173,1255,142,0
26125,Oakland,County,668925,343070,289203,32332,4320,0
26127,Oceana,County,11930,3973,7228,729,0,0
26129,Ogemaw,County,10440,3030,6827,530,53,0
26131,Ontonago,County,3433,1176,2066,184,7,0
26133,Osceola,County,10609,2705,7336,568,0,0
26135,Oscoda,County,4092,1044,2843,186,19,0
26137,Otsego,County,12610,3556,8266,716,72,0
26139,Ottawa,County,143848,44973,88467,9293,1115,0
26141,Presque,County,7257,2400,4488,330,39,0
26143,Roscommo,County,13096,4287,8141,613,55,0
26145,Saginaw,County,94780,44396,45469,4455,460,0
26147,St. Clai,County,78003,24553,49051,4399,0,0
26149,St. Jose,County,23967,7526,14884,1347,210,0
26151,Sanilac,County,19249,4873,13446,930,0,0
26153,Schoolcr,County,4177,1369,2556,229,23,0
26155,Shiawass,County,34111,12546,19230,2335,0,0
26157,Tuscola,County,25928,7429,17102,1265,132,0
26159,Van Bure,County,33274,13258,17890,2126,0,0
26161,Washtena,County,190079,128483,50631,9464,1501,0
26163,Wayne,County,782719,519444,228993,29389,4893,0
26165,Wexford,County,15370,4436,10000,862,72,0
27001,Aitkin,County,9231,3134,5516,535,46,0
27003,Anoka,County,185758,75500,93339,15267,1652,0
27005,Becker,County,17222,5208,10880,1003,131,0
27007,Beltrami,County,21564,8688,10783,1845,248,0
27009,Benton,County,20058,5640,12872,1401,145,0
27011,Big Ston,County,2755,921,1608,203,23,0
27013,Blue Ear,County,33593,14428,15667,3162,336,0
27015,Brown,County,13779,3763,8708,1193,115,0
27017,Carlton,County,18211,8460,8160,1439,152,0
27019,Carver,County,55696,21508,29056,4541,591,0
27021,Cass,County,15999,4949,9982,954,114,0
27023,Chippewa,County,6222,1978,3764,440,40,0
27025,Chisago,County,30228,9278,18441,2294,215,0
27027,Clay,County,29398,12971,13543,2589,295,0
27029,Clearwat,County,4245,1100,2925,200,20,0
27031,Cook,County,3395,1912,1156,292,35,0
27033,Cottonwo,County,5721,1678,3679,340,24,0
27035,Crow Win,County,35842,10982,22287,2301,272,0
27037,Dakota,County,231860,110592,99864,18849,2555,0
27039,Dodge,County,10654,3102,6527,935,90,0
27041,Douglas,County,21785,6227,13966,1431,161,0
27043,Faribaul,County,7412,2153,4659,543,57,0
27045,Fillmore,County,11055,3872,6271,834,78,0
27047,Freeborn,County,16051,6041,8808,1082,120,0
27049,Goodhue,County,25717,9446,14041,2053,177,0
27051,Grant,County,3473,1105,2063,286,19,0
27053,Hennepin,County,679977,429288,191770,51720,7199,0
27055,Houston,County,10604,4145,5616,754,89,0
27057,Hubbard,County,11505,3423,7261,721,100,0
27059,Isanti,County,21016,5657,13635,1586,138,0
27061,Itasca,County,23880,9015,12920,1715,230,0
27063,Jackson,County,5484,1492,3609,352,31,0
27065,Kanabec,County,8177,2327,5230,568,52,0
27067,Kandiyoh,County,21772,7266,12785,1597,124,0
27069,Kittson,County,2385,823,1349,191,22,0
27071,Koochich,County,6363,2306,3569,438,50,0
27073,Lac Qui,County,3860,1305,2293,241,21,0
27075,Lake,County,6521,3077,2932,463,49,0
27077,Lake of,County,2242,553,1540,137,12,0
27079,Le Sueur,County,14971,4623,9182,1062,104,0
27081,Lincoln,County,3019,860,1931,212,16,0
27083,Lyon,County,12215,3825,7256,1050,84,0
27085,McLeod,County,18807,4978,12155,1554,120,0
27087,Mahnomen,County,2088,930,991,153,14,0
27089,Marshall,County,4817,1225,3208,362,22,0
27091,Martin,County,10531,2733,7062,674,62,0
27093,Meeker,County,12282,3191,8104,902,85,0
27095,Mille La,County,13017,3710,8340,900,67,0
27097,Morrison,County,17614,3637,12925,972,80,0
27099,Mower,County,17715,7437,8823,1316,139,0
27101,Murray,County,4668,1295,2974,375,24,0
