fips,name,type,totalvote2016,democrat2016,republican2016,others2016,write_ins2016,none_of_these_candidates2016
8039,Elbert,County,15980,3134,11705,1139,2,0
8041,El Paso,County,318968,108010,179228,31729,1,0
8043,Fremont,County,21973,5297,15122,1554,0,0
8045,Garfield,County,26470,11271,13132,2067,0,0
8047,Gilpin,County,3576,1634,1566,376,0,0
8049,Grand,County,8588,3358,4494,736,0,0
8051,Gunnison,County,9412,5128,3289,995,0,0
8053,Hinsdale,County,589,197,339,53,0,0
8055,Huerfano,County,3783,1633,1883,267,0,0
8057,Jackson,County,861,171,629,61,0,0
8059,Jefferso,County,328883,160776,138177,29929,1,0
8061,Kiowa,County,855,91,728,36,0,0
8063,Kit Cars,County,3702,536,2967,199,0,0
8065,Lake,County,3199,1616,1270,313,0,0
8067,La Plata,County,31150,15525,12587,3038,0,0
8069,Larimer,County,195981,93113,83430,19437,1,0
8071,Las Anim,County,6793,2650,3710,433,0,0
8073,Lincoln,County,2436,409,1892,135,0,0
8075,Logan,County,9722,1851,7282,589,0,0
8077,Mesa,County,77654,21729,49779,6145,1,0
8079,Mineral,County,652,237,344,71,0,0
8081,Moffat,County,6525,874,5305,346,0,0
8083,Montezum,County,12858,3973,7853,1032,0,0
8085,Montrose,County,21186,5466,14382,1338,0,0
8087,Morgan,County,11960,3151,8145,664,0,0
8089,Otero,County,8452,2943,4928,581,0,0
8091,Ouray,County,3310,1697,1351,262,0,0
8093,Park,County,10417,3421,6135,861,0,0
8095,Phillips,County,2332,436,1791,105,0,0
8097,Pitkin,County,10523,7333,2550,640,0,0
8099,Prowers,County,5016,1186,3531,299,0,0
8101,Pueblo,County,78646,35875,36265,6506,0,0
8103,Rio Blan,County,3450,436,2791,223,0,0
8105,Rio Gran,County,5534,2001,3085,448,0,0
8107,Routt,County,13986,7600,5230,1156,0,0
8109,Saguache,County,2835,1417,1147,271,0,0
8111,San Juan,County,506,265,215,26,0,0
8113,San Migu,County,4329,2975,1033,321,0,0
8115,Sedgwick,County,1364,267,1015,82,0,0
8117,Summit,County,16174,9557,5100,1517,0,0
8119,Teller,County,14444,3603,9745,1096,0,0
8121,Washingt,County,2733,296,2299,138,0,0
8123,Weld,County,135430,46519,76651,12258,2,0
8125,Yuma,County,4791,726,3850,215,0,0
9001,Fairfiel,County,421209,243852,160077,17212,68,0
9003,Hartford,County,406864,240403,148173,18265,23,0
9005,Litchfie,County,97442,39775,53051,4569,47,0
9007,Middlese,County,88624,45357,38867,4395,5,0
9009,New Have,County,379006,205609,159048,14321,28,0
9011,New Lond,County,123528,62278,54058,7154,38,0
9013,Tolland,County,77424,38506,34194,4706,18,0
9015,Windham,County,50823,21792,25747,3273,11,0
10001,Kent,County,74729,33351,36991,4046,341,0
10003,New Cast,County,262979,162919,85525,13640,895,0
10005,Sussex,County,106106,39333,62611,3975,187,0
11001,District,County,311268,282830,12723,9164,6551,0
12001,Alachua,County,130100,75820,46834,5916,1530,0
12003,Baker,County,12705,2112,10294,228,71,0
12005,Bay,County,88222,21797,62194,3458,773,0
12007,Bradford,County,12158,2924,8913,261,60,0
12009,Brevard,County,318141,119679,181848,13221,3393,0
12011,Broward,County,837388,553320,260951,17679,5438,0
12013,Calhoun,County,6128,1241,4655,185,47,0
12015,Charlott,County,97187,33445,60218,2711,813,0
12017,Citrus,County,80412,22789,54456,2455,712,0
12019,Clay,County,107317,27822,74963,3698,834,0
12021,Collier,County,172510,61085,105423,4280,1722,0
12023,Columbia,County,28864,7601,20368,738,157,0
12027,DeSoto,County,10903,3781,6778,259,85,0
12029,Dixie,County,7246,1270,5822,110,44,0
12031,Duval,County,436573,205704,211672,15318,3879,0
12033,Escambia,County,154172,57461,88808,6198,1705,0
12035,Flagler,County,57987,22026,33850,1627,484,0
12037,Franklin,County,6059,1744,4125,146,44,0
12039,Gadsden,County,22214,15020,6728,365,101,0
12041,Gilchris,County,8472,1458,6740,222,52,0
12043,Glades,County,4382,1271,2996,86,29,0
12045,Gulf,County,7331,1720,5329,244,38,0
12047,Hamilton,County,5491,1904,3443,113,31,0
12049,Hardee,County,7645,2149,5242,192,62,0
12051,Hendry,County,11182,4615,6195,305,67,0
12053,Hernando,County,94651,31795,58970,3031,855,0
12055,Highland,County,46011,14937,29565,1184,325,0
12057,Hillsbor,County,603890,307896,266870,22890,6234,0
12059,Holmes,County,8556,853,7483,178,42,0
12061,Indian R,County,80769,29043,48620,2346,760,0
12063,Jackson,County,21159,6397,14257,387,118,0
12065,Jefferso,County,7689,3541,3930,174,44,0
12067,Lafayett,County,3411,518,2809,65,19,0
12069,Lake,County,171799,62838,102188,5436,1337,0
12071,Lee,County,329554,124908,191551,9959,3136,0
12073,Leon,County,153881,92068,53821,6235,1757,0
12075,Levy,County,19499,5101,13775,519,104,0
12077,Liberty,County,3312,651,2543,102,16,0
12079,Madison,County,8540,3526,4851,128,35,0
12081,Manatee,County,180757,71224,101944,5790,1799,0
12083,Marion,County,175900,62041,107833,4825,1201,0
12085,Martin,County,86633,30185,53204,2403,841,0
12086,Miami-Da,County,987191,624146,333999,22059,6987,0
12087,Monroe,County,42977,18971,21904,1603,499,0
12089,Nassau,County,46992,10869,34266,1472,385,0
12091,Okaloosa,County,102096,23780,71893,5180,1243,0
12093,Okeechob,County,13761,3959,9356,338,108,0
12095,Orange,County,551902,329894,195216,21160,5632,0
12097,Osceola,County,141468,85458,50301,4447,1262,0
12099,Palm Bea,County,666212,374673,272402,15254,3883,0
12101,Pasco,County,243265,90142,142101,8895,2127,0
12103,Pinellas,County,497485,233701,239201,19498,5085,0
12105,Polk,County,286969,117433,157430,9449,2657,0
12107,Putnam,County,33301,10094,22138,885,184,0
12109,St. John,County,137846,43099,88684,4731,1332,0
12111,St. Luci,County,141993,66881,70289,3677,1146,0
12113,Santa Ro,County,88684,18464,65339,3942,939,0
12115,Sarasota,County,231353,97870,124438,6753,2292,0
12117,Seminole,County,227526,105914,109443,9538,2631,0
12119,Sumter,County,77238,22638,52730,1297,573,0
12121,Suwannee,County,18787,3964,14287,443,93,0
12123,Taylor,County,9348,2152,6930,208,58,0
12125,Union,County,5722,1014,4568,112,28,0
12127,Volusia,County,263278,109091,143007,8765,2415,0
12129,Wakulla,County,15444,4348,10512,491,93,0
12131,Walton,County,33898,6876,25756,1005,261,0
12133,Washingt,County,11211,2264,8637,255,55,0
13001,Appling,County,7012,1434,5494,84,0,0
13003,Atkinson,County,2610,697,1878,35,0,0
13005,Bacon,County,4029,608,3364,48,9,0
13007,Baker,County,1440,650,775,15,0,0
13009,Baldwin,County,16116,7970,7697,449,0,0
13011,Banks,County,6975,684,6134,155,2,0
13013,Barrow,County,29174,6580,21108,1370,116,0
13015,Bartow,County,39733,8212,29911,1422,188,0
13017,Ben Hill,County,5936,2101,3739,96,0,0
13019,Berrien,County,6613,1047,5422,121,23,0
13021,Bibb,County,62880,36787,24043,1755,295,0
13023,Bleckley,County,4974,1101,3719,154,0,0
13025,Brantley,County,6301,619,5567,115,0,0
13027,Brooks,County,6336,2528,3701,107,0,0
13029,Bryan,County,15271,4014,10529,630,98,0
13031,Bulloch,County,25585,9261,15097,957,270,0
13033,Burke,County,9410,4731,4491,129,59,0
13035,Butts,County,9514,2566,6717,231,0,0
13037,Calhoun,County,2025,1179,830,16,0,0
13039,Camden,County,19069,5930,12310,661,168,0
13043,Candler,County,3763,1026,2664,73,0,0
13045,Carroll,County,44459,12464,30029,1627,339,0
13047,Catoosa,County,26940,4771,20876,1108,185,0
13049,Charlton,County,4031,1004,2951,61,15,0
13051,Chatham,County,113051,62290,45688,4162,911,0
13053,Chattaho,County,1390,594,751,45,0,0
13055,Chattoog,County,8252,1613,6462,177,0,0
13057,Cherokee,County,112784,25231,80649,6159,745,0
13059,Clarke,County,45476,29603,12717,2656,500,0
13061,Clay,County,1273,697,566,10,0,0
13063,Clayton,County,93580,78220,12645,1981,734,0
13065,Clinch,County,2464,686,1727,42,9,0
13067,Cobb,County,334058,160121,152912,17769,3256,0
13069,Coffee,County,13998,4094,9588,233,83,0
13071,Colquitt,County,13624,3463,9898,263,0,0
13073,Columbia,County,65207,18887,43085,2768,467,0
13075,Cook,County,6080,1753,4176,128,23,0
13077,Coweta,County,62210,16583,42533,2628,466,0
13079,Crawford,County,5176,1421,3635,120,0,0
13081,Crisp,County,7549,2837,4549,126,37,0
13083,Dade,County,6361,965,5051,226,119,0
13085,Dawson,County,11820,1448,9900,417,55,0
13087,Decatur,County,10317,4124,6020,141,32,0
13089,DeKalb,County,317849,251370,51468,11906,3105,0
13091,Dodge,County,7009,1839,5021,149,0,0
13093,Dooly,County,3859,1872,1951,36,0,0
13095,Doughert,County,34303,23311,10232,544,216,0
13097,Douglas,County,58123,31005,24817,1909,392,0
13099,Early,County,4803,2168,2552,65,18,0
13101,Echols,County,1182,156,1007,19,0,0
13103,Effingha,County,23603,4853,17874,731,145,0
13105,Elbert,County,8027,2539,5292,156,40,0
13107,Emanuel,County,7896,2435,5335,90,36,0
13109,Evans,County,3628,1130,2404,79,15,0
13111,Fannin,County,11876,1923,9632,257,64,0
13113,Fayette,County,61511,23284,35048,2581,598,0
13115,Floyd,County,34860,9159,24114,1335,252,0
13117,Forsyth,County,98964,23462,69851,4906,745,0
13119,Franklin,County,8550,1243,7054,204,49,0
13121,Fulton,County,438751,297051,117783,16547,7370,0
13123,Gilmer,County,12848,1965,10477,330,76,0
13125,Glascock,County,1390,138,1235,17,0,0
13127,Glynn,County,34437,11775,21512,914,236,0
13129,Gordon,County,19062,3181,15191,586,104,0
13131,Grady,County,9265,3013,6053,147,52,0
13133,Greene,County,8919,3199,5490,163,67,0
13135,Gwinnett,County,330950,166153,146989,15165,2643,0
13137,Habersha,County,16333,2483,13190,570,90,0
13139,Hall,County,71142,16180,51733,2772,457,0
13141,Hancock,County,3588,2701,843,36,8,0
13143,Haralson,County,11439,1475,9585,297,82,0
13145,Harris,County,16502,4086,11936,480,0,0
13147,Hart,County,10161,2585,7286,246,44,0
13149,Heard,County,4244,743,3370,110,21,0
13151,Henry,County,99367,50057,45724,2978,608,0
13153,Houston,County,60406,22553,35430,2091,332,0
13155,Irwin,County,3670,891,2716,63,0,0
13157,Jackson,County,27423,4491,21784,915,233,0
13159,Jasper,County,6067,1544,4360,141,22,0
13161,Jeff Dav,County,5119,901,4104,91,23,0
13163,Jefferso,County,6976,3821,3063,84,8,0
13165,Jenkins,County,3056,1123,1895,38,0,0
13167,Johnson,County,3686,1136,2519,31,0,0
13169,Jones,County,12587,3961,8305,285,36,0
13171,Lamar,County,7647,2270,5190,152,35,0
13173,Lanier,County,2871,806,1984,81,0,0
13175,Laurens,County,19596,6752,12411,367,66,0
13177,Lee,County,14246,3170,10646,327,103,0
13179,Liberty,County,16279,9556,6134,453,136,0
13181,Lincoln,County,4102,1273,2759,70,0,0
13183,Long,County,4117,1360,2626,131,0,0
13185,Lowndes,County,38063,15064,21635,1106,258,0
13187,Lumpkin,County,12517,2220,9619,586,92,0
13189,McDuffie,County,9322,3699,5432,137,54,0
13191,McIntosh,County,5937,2303,3487,113,34,0
13193,Macon,County,4287,2705,1540,42,0,0
13195,Madison,County,12081,2425,9201,372,83,0
13197,Marion,County,3190,1213,1921,56,0,0
13199,Meriweth,County,9248,3804,5222,191,31,0
13201,Miller,County,2544,623,1891,30,0,0
13205,Mitchell,County,7880,3493,4279,105,3,0
13207,Monroe,County,12687,3571,8832,284,0,0
13209,Montgome,County,3576,847,2670,59,0,0
13211,Morgan,County,9536,2663,6559,253,61,0
13213,Murray,County,12509,1800,10341,317,51,0
13215,Muscogee,County,69525,39851,26976,2202,496,0
13217,Newton,County,44238,21943,20913,1130,252,0
13219,Oconee,County,20353,5581,13425,1143,204,0
13221,Oglethor,County,6674,1831,4625,218,0,0
13223,Paulding,County,65480,18025,44662,2181,612,0
13225,Peach,County,10809,5100,5413,239,57,0
13227,Pickens,County,14120,1979,11651,428,62,0
13229,Pierce,County,7311,903,6302,106,0,0
13231,Pike,County,8766,1240,7278,207,41,0
13233,Polk,County,14275,2867,11014,334,60,0
13235,Pulaski,County,3605,1104,2437,63,1,0
13237,Putnam,County,9528,2758,6544,186,40,0
13239,Quitman,County,1044,461,575,8,0,0
13241,Rabun,County,8048,1444,6287,261,56,0
13243,Randolph,County,2899,1598,1271,30,0,0
13245,Richmond,County,76025,48814,24461,2237,513,0
13247,Rockdale,County,38087,23255,13478,1130,224,0
13249,Schley,County,1923,401,1472,36,14,0
13251,Screven,County,5715,2300,3305,110,0,0
13253,Seminole,County,3588,1189,2345,54,0,0
13255,Spalding,County,25826,9357,15646,701,122,0
13257,Stephens,County,9815,1837,7686,292,0,0
13259,Stewart,County,2058,1222,805,31,0,0
13261,Sumter,County,11047,5520,5276,178,73,0
13263,Talbot,County,3261,2002,1196,48,15,0
13265,Taliafer,County,897,545,349,3,0,0
13267,Tattnall,County,6930,1681,5096,126,27,0
13269,Taylor,County,3408,1296,2064,48,0,0
13271,Telfair,County,3796,1313,2450,33,0,0
13273,Terrell,County,4204,2267,1874,48,15,0
13275,Thomas,County,18885,7142,11228,432,83,0
13277,Tift,County,14276,4347,9584,288,57,0
13279,Toombs,County,9138,2338,6615,185,0,0
13281,Towns,County,6800,1210,5383,171,36,0
13283,Treutlen,County,2703,862,1809,32,0,0
13285,Troup,County,26111,9713,15750,647,1,0
13287,Turner,County,3405,1246,2095,57,7,0
13289,Twiggs,County,4059,1971,2035,53,0,0
13291,Union,County,12063,1963,9852,248,0,0
13293,Upson,County,10934,3475,7292,167,0,0
13295,Walker,County,24379,4215,18950,990,224,0
13297,Walton,County,40858,8292,31125,1279,162,0
13299,Ware,County,12184,3440,8513,231,0,0
13301,Warren,County,2334,1314,991,29,0,0
13303,Washingt,County,8485,4200,4149,112,24,0
13305,Wayne,County,10440,2041,8153,219,27,0
13307,Webster,County,1116,473,630,13,0,0
13309,Wheeler,County,2102,646,1421,35,0,0
13311,White,County,11912,1674,9761,388,89,0
13313,Whitfiel,County,30776,7937,21537,1184,118,0
13315,Wilcox,County,2976,852,2096,28,0,0
13317,Wilkes,County,4486,1848,2572,66,0,0
13319,Wilkinso,County,4297,1894,2333,60,10,0
13321,Worth,County,8319,2020,6152,123,24,0
15001,Hawaii,County,64867,41259,17501,6107,0,0
15003,Honolulu,County,285790,175696,90326,19768,0,0
15007,Kauai,County,26335,16456,7574,2305,0,0
15009,Maui,County,51945,33480,13446,5019,0,0
16001,Ada,County,195669,75677,93752,26226,14,0
16003,Adams,County,2183,415,1556,212,0,0
16005,Bannock,County,33416,10342,17180,5891,3,0
16007,Bear Lak,County,2928,255,2203,470,0,0
16009,Benewah,County,4185,770,3103,312,0,0
16011,Bingham,County,16625,2924,10907,2794,0,0
16013,Blaine,County,10724,6416,3340,968,0,0
16015,Boise,County,3814,777,2673,364,0,0
16017,Bonner,County,20943,5819,13343,1781,0,0
16019,Bonnevil,County,44221,8930,26699,8591,1,0
16021,Boundary,County,5163,933,3789,441,0,0
16023,Butte,County,1230,160,914,156,0,0
16025,Camas,County,590,110,410,70,0,0
16027,Canyon,County,72785,16883,47222,8669,11,0
16029,Caribou,County,3035,271,2275,489,0,0
16031,Cassia,County,8178,1036,5949,1193,0,0
16033,Clark,County,283,44,203,36,0,0
16035,Clearwat,County,3801,704,2852,245,0,0
16037,Custer,County,2414,427,1777,210,0,0
16039,Elmore,County,8522,1814,5816,892,0,0
16041,Franklin,County,5499,385,3901,1213,0,0
16043,Fremont,County,5715,651,4090,973,1,0
16045,Gem,County,7954,1229,5980,745,0,0
16047,Gooding,County,5191,930,3743,518,0,0
16049,Idaho,County,8233,1196,6441,596,0,0
16051,Jefferso,County,11475,976,8436,2060,3,0
16053,Jerome,County,6751,1329,4644,778,0,0
16055,Kootenai,County,66310,16264,44449,5597,0,0
16057,Latah,County,18173,8093,7265,2814,1,0
16059,Lemhi,County,4096,733,3011,352,0,0
16061,Lewis,County,1590,270,1202,118,0,0
16063,Lincoln,County,1748,360,1184,204,0,0
16065,Madison,County,15688,1201,8941,5545,1,0
16067,Minidoka,County,6871,1167,4887,817,0,0
16069,Nez Perc,County,17201,4828,10699,1674,0,0
16071,Oneida,County,2068,184,1531,353,0,0
16073,Owyhee,County,3925,591,3052,281,1,0
16075,Payette,County,8704,1507,6489,708,0,0
16077,Power,County,2758,699,1666,393,0,0
16079,Shoshone,County,5120,1384,3297,439,0,0
16081,Teton,County,4976,2159,2167,650,0,0
16083,Twin Fal,County,29874,6233,19828,3812,1,0
16085,Valley,County,5349,1913,2906,530,0,0
16087,Washingt,County,4455,776,3283,396,0,0
17001,Adams,County,32310,7676,22790,1481,363,0
17003,Alexande,County,2820,1262,1496,62,0,0
17005,Bond,County,7570,2068,4888,554,60,0
17007,Boone,County,23001,8986,12282,1461,272,0
17009,Brown,County,2379,476,1796,87,20,0
17011,Bureau,County,16571,6029,9281,1079,182,0
17013,Calhoun,County,2571,739,1721,101,10,0
17015,Carroll,County,7445,2447,4434,512,52,0
17017,Cass,County,5124,1621,3216,238,49,0
17019,Champaig,County,91628,50137,33368,7011,1112,0
17021,Christia,County,15477,3992,10543,829,113,0
17023,Clark,County,7928,1877,5622,342,87,0
17025,Clay,County,6350,1020,5021,272,37,0
17027,Clinton,County,17419,3945,12412,970,92,0
17029,Coles,County,21918,7309,13003,1367,239,0
17031,Cook,County,2180344,1611946,453287,93339,21772,0
17033,Crawford,County,8739,1992,6277,403,67,0
17035,Cumberla,County,5571,1031,4206,289,45,0
17037,DeKalb,County,43600,20466,19091,3446,597,0
17039,De Witt,County,7556,1910,5077,505,64,0
17041,Douglas,County,8195,1949,5698,478,70,0
17043,DuPage,County,430674,228622,166415,28606,7031,0
17045,Edgar,County,7899,1793,5645,402,59,0
17047,Edwards,County,3324,434,2778,112,0,0
17049,Effingha,County,17609,3083,13635,796,95,0
17051,Fayette,County,9591,1819,7372,358,42,0
17053,Ford,County,6396,1414,4480,444,58,0
17055,Franklin,County,18711,4727,13116,724,144,0
17057,Fulton,County,15797,6133,8492,1026,146,0
17059,Gallatin,County,2707,657,1942,100,8,0
17061,Greene,County,5585,1205,4145,209,26,0
17063,Grundy,County,23237,8065,13454,1503,215,0
17065,Hamilton,County,4156,802,3206,148,0,0
17067,Hancock,County,9121,2139,6430,480,72,0
17069,Hardin,County,2148,420,1653,64,11,0
17071,Henderso,County,3518,1155,2155,179,29,0
17073,Henry,County,24643,8871,13985,1508,279,0
17075,Iroquois,County,13102,2504,9750,742,106,0
17077,Jackson,County,24617,11634,10843,1791,349,0
17079,Jasper,County,5112,924,3975,213,0,0
17081,Jefferso,County,16999,4425,11695,756,123,0
17083,Jersey,County,10991,2679,7748,511,53,0
17085,Jo Davie,County,11334,4462,6121,642,109,0
17087,Johnson,County,6089,1142,4649,251,47,0
17089,Kane,County,199687,103665,82734,12910,378,0
17091,Kankakee,County,47305,18971,25129,2682,523,0
17093,Kendall,County,54055,24884,24961,3602,608,0
17095,Knox,County,22503,10083,10737,1423,260,0
17097,Lake,County,303520,171095,109767,18149,4509,0
17099,LaSalle,County,49743,19543,26689,3012,499,0
17101,Lawrence,County,6094,1290,4521,247,36,0
17103,Lee,County,15489,5528,8612,1162,187,0
17105,Livingst,County,15342,4023,10208,974,137,0
17107,Logan,County,12401,3313,8181,763,144,0
17109,McDonoug,County,13144,5288,6795,897,164,0
17111,McHenry,County,143930,60803,71612,9868,1647,0
17113,McLean,County,81324,36196,37237,6681,1210,0
17115,Macon,County,48060,18343,26866,2398,453,0
17117,Macoupin,County,22391,6689,14322,1212,168,0
17119,Madison,County,130179,50587,70490,7680,1422,0
17121,Marion,County,17098,4369,11859,736,134,0
17123,Marshall,County,5984,1789,3785,365,45,0
17125,Mason,County,6493,2014,4058,382,39,0
17127,Massac,County,6697,1558,4846,250,43,0
17129,Menard,County,6515,1817,4231,416,51,0
17131,Mercer,County,8525,3071,4807,569,78,0
17133,Monroe,County,19354,5535,12629,942,248,0
17135,Montgome,County,12978,3504,8630,744,100,0
17137,Morgan,County,14800,4696,9076,873,155,0
17139,Moultrie,County,6283,1481,4455,295,52,0
17141,Ogle,County,24193,8050,14352,1467,324,0
17143,Peoria,County,79102,38060,35633,5408,1,0
17145,Perry,County,9874,2462,6855,481,76,0
17147,Piatt,County,9060,2645,5634,693,88,0
17149,Pike,County,7530,1413,5754,313,50,0
17151,Pope,County,2142,375,1678,83,6,0
17153,Pulaski,County,2735,962,1675,75,23,0
17155,Putnam,County,3112,1147,1767,172,26,0
17157,Randolph,County,14194,3439,10023,637,95,0
17159,Richland,County,7694,1584,5739,326,45,0
17161,Rock Isl,County,63994,32298,26998,3874,824,0
17163,St. Clai,County,121436,60756,53857,5967,856,0
17165,Saline,County,11384,2572,8276,448,88,0
17167,Sangamon,County,98373,40907,49944,6371,1151,0
17169,Schuyler,County,3834,1075,2524,201,34,0
17171,Scott,County,2608,535,1966,96,11,0
17173,Shelby,County,11049,2288,8229,466,66,0
17175,Stark,County,2743,751,1778,188,26,0
17177,Stephens,County,20343,7768,11083,1235,257,0
17179,Tazewell,County,64751,20685,38707,4539,820,0
17181,Union,County,8616,2402,5790,359,65,0
17183,Vermilio,County,30818,10039,19087,1444,248,0
17185,Wabash,County,5464,1151,4047,230,36,0
17187,Warren,County,7807,2987,4275,468,77,0
17189,Washingt,County,7438,1448,5571,375,44,0
17191,Wayne,County,8301,1048,6967,250,36,0
17193,White,County,7335,1412,5640,244,39,0
17195,Whitesid,County,25582,11035,12615,1630,302,0
17197,Will,County,304226,151927,132720,16244,3335,0
17199,Williams,County,31852,8581,21570,1472,229,0
17201,Winnebag,County,120055,55713,55624,7038,1680,0
17203,Woodford,County,19864,5092,13207,1333,232,0
18001,Adams,County,13194,2805,9648,635,106,0
18003,Allen,County,148632,55382,83930,7812,1508,0
18005,Bartholo,County,32717,9841,20640,2004,232,0
18007,Benton,County,3688,860,2579,227,22,0
18009,Blackfor,County,4881,1243,3350,245,43,0
18011,Boone,County,32537,10181,19654,2340,362,0
18013,Brown,County,8001,2518,5016,410,57,0
18015,Carroll,County,8701,1892,6273,477,59,0
18017,Cass,County,14209,3759,9701,746,3,0
18019,Clark,County,51789,18808,30035,2304,642,0
18021,Clay,County,11335,2306,8531,445,53,0
18023,Clinton,County,11991,2819,8531,585,56,0
18025,Crawford,County,4642,1323,3015,255,49,0
18027,Daviess,County,10819,1800,8545,423,51,0
18029,Dearborn,County,24131,4883,18113,988,147,0
18031,Decatur,County,11178,2121,8490,516,51,0
18033,DeKalb,County,16996,3942,12054,906,94,0
18035,Delaware,County,45509,18153,24263,2693,400,0
18037,Dubois,County,20095,5389,13365,1227,114,0
18039,Elkhart,County,66239,20740,41867,3017,615,0
18041,Fayette,County,9598,2252,6839,439,68,0
18043,Floyd,County,37842,13945,21432,2044,421,0
18045,Fountain,County,7534,1476,5662,354,42,0
18047,Franklin,County,11097,1969,8669,375,84,0
18049,Fulton,County,8437,1960,6010,404,63,0
18051,Gibson,County,15484,3721,11081,682,0,0
18053,Grant,County,25572,7010,17008,1291,263,0
18055,Greene,County,13861,2929,10277,595,60,0
18057,Hamilton,County,155966,57263,87404,9575,1724,0
18059,Hancock,County,36468,8904,25074,2198,292,0
18061,Harrison,County,18558,4783,12943,832,0,0
18063,Hendrick,County,76184,22600,48337,4617,630,0
18065,Henry,County,20290,5124,13895,1133,138,0
18067,Howard,County,37342,11215,23675,1953,499,0
18069,Huntingt,County,16181,3506,11649,886,140,0
18071,Jackson,County,17667,3843,12859,871,94,0
18073,Jasper,County,13478,3329,9382,665,102,0
18075,Jay,County,8022,1889,5697,400,36,0
18077,Jefferso,County,13653,4326,8546,632,149,0
18079,Jennings,County,11231,2364,8224,559,84,0
18081,Johnson,County,67147,17318,45456,3720,653,0
18083,Knox,County,15602,3772,11077,667,86,0
18085,Kosciusk,County,32441,6313,23935,1833,360,0
18087,LaGrange,County,9666,2080,7025,460,101,0
18089,Lake,County,202803,116935,75625,8636,1607,0
18091,LaPorte,County,45609,19798,22687,2714,410,0
18093,Lawrence,County,19238,4210,14035,907,86,0
18095,Madison,County,54378,18595,32376,2937,470,0
18097,Marion,County,366879,212899,130360,19081,4539,0
18099,Marshall,County,18241,4798,12288,992,163,0
18101,Martin,County,4846,881,3697,231,37,0
18103,Miami,County,13601,2766,9975,741,119,0
18105,Monroe,County,58454,34216,20592,3634,12,0
18107,Montgome,County,15272,3362,11059,735,116,0
18109,Morgan,County,31446,6040,23674,1566,166,0
18111,Newton,County,5860,1404,4077,314,65,0
18113,Noble,County,17104,3904,12198,788,214,0
18115,Ohio,County,2921,686,2118,117,0,0
18117,Orange,County,8278,2048,5803,341,86,0
18119,Owen,County,8616,1946,6153,458,59,0
18121,Parke,County,6636,1441,4863,277,55,0
18123,Perry,County,8092,3062,4556,437,37,0
18125,Pike,County,5977,1297,4398,282,0,0
18127,Porter,County,78266,33676,38832,4672,1086,0
18129,Posey,County,12592,3521,8404,542,125,0
18131,Pulaski,County,5459,1327,3854,277,1,0
18133,Putnam,County,14818,3356,10637,721,104,0
18135,Randolph,County,10523,2446,7517,495,65,0
18137,Ripley,County,12935,2471,9806,529,129,0
18139,Rush,County,7266,1525,5292,397,52,0
18141,St. Jose,County,111842,52252,52021,5739,1830,0
18143,Scott,County,9147,2642,6074,383,48,0
18145,Shelby,County,18080,4247,12718,1027,88,0
18147,Spencer,County,10048,2861,6572,546,69,0
18149,Starke,County,9316,2489,6367,370,90,0
18151,Steuben,County,14714,3744,10133,689,148,0
18153,Sullivan,County,8613,2113,6138,308,54,0
18155,Switzerl,County,3709,930,2558,161,60,0
18157,Tippecan,County,63342,27282,30768,4461,831,0
18159,Tipton,County,7510,1587,5589,334,0,0
18161,Union,County,3315,715,2445,131,24,0
18163,Vanderbu,County,73375,28530,40496,3480,869,0
18165,Vermilli,County,6973,2081,4513,341,38,0
18167,Vigo,County,40127,15931,21937,1948,311,0
18169,Wabash,County,13552,3018,9821,627,86,0
18171,Warren,County,3953,839,2898,193,23,0
18173,Warrick,County,29940,9086,19113,1390,351,0
18175,Washingt,County,11382,2636,8209,535,2,0
18177,Wayne,County,25579,8322,16028,1229,0,0
18179,Wells,County,13287,2586,10005,594,102,0
18181,White,County,10097,2590,6893,568,46,0
18183,Whitley,County,15759,3379,11358,884,138,0
19001,Adair,County,3811,1133,2461,179,38,0
19003,Adams,County,2106,565,1395,124,22,0
19005,Allamake,County,6923,2421,4093,360,49,0
19007,Appanoos,County,6136,1814,4033,252,37,0
19009,Audubon,County,3412,1080,2136,166,30,0
19011,Benton,County,13844,4678,8232,795,139,0
19013,Black Ha,County,64405,32233,27476,3861,835,0
19015,Boone,County,14196,5541,7484,1009,162,0
19017,Bremer,County,13538,5356,7208,803,171,0
19019,Buchanan,County,10252,3970,5510,667,105,0
19021,Buena Vi,County,8278,2856,4903,435,84,0
19023,Butler,County,7513,2157,4921,378,57,0
19025,Calhoun,County,5159,1398,3468,244,49,0
19027,Carroll,County,10544,3309,6638,507,90,0
19029,Cass,County,7125,1951,4761,356,57,0
19031,Cedar,County,9541,3599,5295,536,111,0
19033,Cerro Go,County,22965,9862,11621,1226,256,0
19035,Cherokee,County,6258,1679,4192,322,65,0
19037,Chickasa,County,6435,2266,3742,364,63,0
19039,Clarke,County,4454,1465,2713,237,39,0
19041,Clay,County,8617,2249,5877,428,63,0
19043,Clayton,County,9129,3237,5317,505,70,0
19045,Clinton,County,23067,10095,11276,1429,267,0
19047,Crawford,County,6935,1991,4617,270,57,0
19049,Dallas,County,38252,15701,19339,2677,535,0
19051,Davis,County,3882,977,2723,162,20,0
19053,Decatur,County,3734,1201,2296,206,31,0
19055,Delaware,County,9241,2957,5694,521,69,0
19057,Des Moin,County,19103,8212,9529,1062,300,0
