fips,name,type,totalvote2012,democrat2012,republican2012,others2012,write_ins2012,none_of_these_candidates2012
1119,Sumter,County,7030,5421,1586,23,0,0
1121,Talladeg,County,33416,13905,19246,265,0,0
1123,Tallapoo,County,18851,6319,12396,136,0,0
1125,Tuscaloo,County,78772,32048,45748,976,0,0
1127,Walker,County,28585,6557,21651,377,0,0
1129,Washingt,County,8787,2976,5761,50,0,0
1131,Wilcox,County,6555,4868,1679,8,0,0
1133,Winston,County,9728,1286,8312,130,0,0
2701,District,Electi,,,,,,
2702,District,Electi,,,,,,
2703,District,Electi,,,,,,
2704,District,Electi,,,,,,
2705,District,Electi,,,,,,
2706,District,Electi,,,,,,
2707,District,Electi,,,,,,
2708,District,Electi,,,,,,
2709,District,Electi,,,,,,
2710,District,Electi,,,,,,
2711,District,Electi,,,,,,
2712,District,Electi,,,,,,
2713,District,Electi,,,,,,
2714,District,Electi,,,,,,
2715,District,Electi,,,,,,
2716,District,Electi,,,,,,
2717,District,Electi,,,,,,
2718,District,Electi,,,,,,
2719,District,Electi,,,,,,
2720,District,Electi,,,,,,
2721,District,Electi,,,,,,
2722,District,Electi,,,,,,
2723,District,Electi,,,,,,
2724,District,Electi,,,,,,
2725,District,Electi,,,,,,
2726,District,Electi,,,,,,
2727,District,Electi,,,,,,
2728,District,Electi,,,,,,
2729,District,Electi,,,,,,
2730,District,Electi,,,,,,
2731,District,Electi,,,,,,
2732,District,Electi,,,,,,
2733,District,Electi,,,,,,
2734,District,Electi,,,,,,
2735,District,Electi,,,,,,
2736,District,Electi,,,,,,
2737,District,Electi,,,,,,
2738,District,Electi,,,,,,
2739,District,Electi,,,,,,
2740,District,Electi,,,,,,
2799,Overseas,Overse,,,,,,
4001,Apache,County,25917,17147,8250,520,0,0
4003,Cochise,County,49201,18546,29497,1157,1,0
4005,Coconino,County,51962,29257,21220,1479,6,0
4007,Gila,County,21595,7697,13455,443,0,0
4009,Graham,County,11905,3609,8076,220,0,0
4011,Greenlee,County,2986,1310,1592,84,0,0
4012,La Paz,County,5735,1880,3714,141,0,0
4013,Maricopa,County,1380959,602288,749885,28732,54,0
4015,Mohave,County,70328,19533,49168,1625,2,0
4017,Navajo,County,37465,16945,19884,634,2,0
4019,Pima,County,383173,201251,174779,7102,41,0
4021,Pinal,County,108682,44306,62079,2296,1,0
4023,Santa Cr,County,13911,9486,4235,190,0,0
4025,Yavapai,County,100667,33918,64468,2269,12,0
4027,Yuma,County,42073,18059,23352,662,0,0
5001,Arkansas,County,6494,2455,3897,142,0,0
5003,Ashley,County,7921,2859,4867,195,0,0
5005,Baxter,County,19339,5172,13688,479,0,0
5007,Benton,County,79257,22636,54646,1975,0,0
5009,Boone,County,15391,3772,11159,460,0,0
5011,Bradley,County,3652,1449,2134,69,0,0
5013,Calhoun,County,2174,660,1458,56,0,0
5015,Carroll,County,10183,3696,6125,362,0,0
5017,Chicot,County,4361,2649,1670,42,0,0
5019,Clark,County,8409,3811,4343,255,0,0
5021,Clay,County,5110,1738,3225,147,0,0
5023,Cleburne,County,11647,2620,8693,334,0,0
5025,Clevelan,County,3266,845,2313,108,0,0
5027,Columbia,County,9455,3557,5790,108,0,0
5029,Conway,County,7730,3005,4514,211,0,0
5031,Craighea,County,31700,10527,20350,823,0,0
5033,Crawford,County,20591,4881,15145,565,0,0
5035,Crittend,County,16716,9487,6998,231,0,0
5037,Cross,County,6681,2279,4269,133,0,0
5039,Dallas,County,3084,1337,1665,82,0,0
5041,Desha,County,4420,2443,1896,81,0,0
5043,Drew,County,6633,2630,3887,116,0,0
5045,Faulkner,County,41460,13621,26722,1117,0,0
5047,Franklin,County,6540,1726,4631,183,0,0
5049,Fulton,County,4522,1452,2949,121,0,0
5051,Garland,County,40728,13804,26014,910,0,0
5053,Grant,County,6479,1468,4829,182,0,0
5055,Greene,County,13761,4000,9071,690,0,0
5057,Hempstea,County,6921,2468,4284,169,0,0
5059,Hot Spri,County,11260,3830,7097,333,0,0
5061,Howard,County,4462,1471,2892,99,0,0
5063,Independ,County,12397,3281,8728,388,0,0
5065,Izard,County,5278,1524,3575,179,0,0
5067,Jackson,County,5347,2095,3072,180,0,0
5069,Jefferso,County,27383,17470,9520,393,0,0
5071,Johnson,County,8098,2799,5064,235,0,0
5073,Lafayett,County,2929,1173,1713,43,0,0
5075,Lawrence,County,5540,1788,3536,216,0,0
5077,Lee,County,3424,2107,1280,37,0,0
5079,Lincoln,County,3726,1425,2199,102,0,0
5081,Little R,County,5051,1552,3385,114,0,0
5083,Logan,County,7331,2009,5079,243,0,0
5085,Lonoke,County,24114,5625,17880,609,0,0
5087,Madison,County,6568,2099,4263,206,0,0
5089,Marion,County,7051,2037,4774,240,0,0
5091,Miller,County,15329,4518,10622,189,0,0
5093,Mississi,County,13375,6467,6603,305,0,0
5095,Monroe,County,3230,1583,1585,62,0,0
5097,Montgome,County,3404,920,2369,115,0,0
5099,Nevada,County,3384,1314,1996,74,0,0
5101,Newton,County,3661,993,2508,160,0,0
5103,Ouachita,County,10315,4633,5521,161,0,0
5105,Perry,County,3938,1187,2581,170,0,0
5107,Phillips,County,7930,5202,2598,130,0,0
5109,Pike,County,3788,851,2847,90,0,0
5111,Poinsett,County,7560,2390,4974,196,0,0
5113,Polk,County,7726,1556,5955,215,0,0
5115,Pope,County,20439,5126,14763,550,0,0
5117,Prairie,County,3141,880,2153,108,0,0
5119,Pulaski,County,159381,87248,68984,3149,0,0
5121,Randolph,County,5956,2046,3701,209,0,0
5123,St. Fran,County,8362,4910,3368,84,0,0
5125,Saline,County,47062,12869,32963,1230,0,0
5127,Scott,County,3640,897,2631,112,0,0
5129,Searcy,County,3694,814,2699,181,0,0
5131,Sebastia,County,43362,13092,29169,1101,0,0
5133,Sevier,County,4330,1042,3136,152,0,0
5135,Sharp,County,7283,2092,4921,270,0,0
5137,Stone,County,5354,1356,3776,222,0,0
5139,Union,County,17177,6196,10699,282,0,0
5141,Van Bure,County,6430,1832,4365,233,0,0
5143,Washingt,County,70460,28236,39688,2536,0,0
5145,White,County,26514,5765,20011,738,0,0
5147,Woodruff,County,2685,1340,1227,118,0,0
5149,Yell,County,5974,1722,4042,210,0,0
6001,Alameda,County,595642,469684,108182,17707,69,0
6003,Alpine,County,653,389,236,26,2,0
6005,Amador,County,17649,6830,10281,538,0,0
6007,Butte,County,90752,42669,44479,3583,21,0
6009,Calavera,County,21786,8670,12365,745,6,0
6011,Colusa,County,6034,2314,3601,117,2,0
6013,Contra C,County,438226,290824,136517,10842,43,0
6015,Del Nort,County,8770,3791,4614,362,3,0
6017,El Dorad,County,88774,35166,50973,2627,8,0
6019,Fresno,County,258827,129129,124490,5200,8,0
6021,Glenn,County,9211,3301,5632,277,1,0
6023,Humboldt,County,57470,34457,18825,4162,26,0
6025,Imperial,County,38565,25136,12777,651,1,0
6027,Inyo,County,8036,3422,4340,274,0,0
6029,Kern,County,221472,89495,126618,5349,10,0
6031,Kings,County,31418,12979,17671,765,3,0
6033,Lake,County,23391,13163,9200,1021,7,0
6035,Lassen,County,10683,3053,7296,334,0,0
6037,Los Ange,County,3181067,2216903,885333,78738,93,0
6039,Madera,County,39866,16018,22852,989,7,0
6041,Marin,County,134516,99896,30880,3702,38,0
6043,Mariposa,County,9000,3498,5140,362,0,0
6045,Mendocin,County,35017,23193,9658,2147,19,0
6047,Merced,County,62057,33005,27581,1468,3,0
6049,Modoc,County,3986,1111,2777,98,0,0
6051,Mono,County,5181,2733,2285,162,1,0
6053,Monterey,County,123518,82920,37390,3194,14,0
6055,Napa,County,56968,35870,19526,1571,1,0
6057,Nevada,County,51676,24663,24986,2019,8,0
6059,Orange,County,1122664,512440,582332,27827,65,0
6061,Placer,County,171322,66818,99921,4577,6,0
6063,Plumas,County,10047,4026,5721,299,1,0
6065,Riversid,County,661907,329063,318127,14697,20,0
6067,Sacramen,County,516809,300503,202514,13755,37,0
6069,San Beni,County,19044,11276,7343,424,1,0
6071,San Bern,County,581517,305109,262358,14037,13,0
6073,San Dieg,County,1192282,626957,536726,28529,70,0
6075,San Fran,County,361209,301723,47076,12324,86,0
6077,San Joaq,County,204697,114121,86071,4499,6,0
6079,San Luis,County,125638,61258,59967,4396,17,0
6081,San Mate,County,285720,206085,72756,6852,27,0
6083,Santa Ba,County,163320,94129,64606,4571,14,0
6085,Santa Cl,County,643091,450818,174843,17355,75,0
6087,Santa Cr,County,120095,90805,24047,5204,39,0
6089,Shasta,County,76335,25819,48067,2444,5,0
6091,Sierra,County,1795,653,1056,86,0,0
6093,Siskiyou,County,19910,8046,11077,785,2,0
6095,Solano,County,152444,96783,52092,3556,13,0
6097,Sonoma,County,216508,153942,54784,7748,34,0
6099,Stanisla,County,155369,77724,73459,4180,6,0
6101,Sutter,County,31026,12192,18122,711,1,0
6103,Tehama,County,22977,7934,14235,808,0,0
6105,Trinity,County,5674,2674,2716,284,0,0
6107,Tulare,County,101100,41752,56956,2388,4,0
6109,Tuolumne,County,24687,9998,13880,809,0,0
6111,Ventura,County,326974,170929,147958,8057,30,0
6113,Yolo,County,74475,48715,23368,2368,24,0
6115,Yuba,County,19700,7711,11275,712,2,0
8001,Adams,County,176230,100649,70972,4502,107,0
8003,Alamosa,County,6715,3811,2705,193,6,0
8005,Arapahoe,County,285516,153905,125588,5912,111,0
8007,Archulet,County,6734,2679,3872,178,5,0
8009,Baca,County,2106,467,1559,78,2,0
8011,Bent,County,1942,815,1075,51,1,0
8013,Boulder,County,179499,125091,49981,4328,99,0
8014,Broomfie,County,32777,16966,15008,792,11,0
8015,Chaffee,County,10462,5086,5070,299,7,0
8017,Cheyenne,County,1093,172,889,32,0,0
8019,Clear Cr,County,5743,3119,2430,192,2,0
8021,Conejos,County,4101,2213,1835,47,6,0
8023,Costilla,County,1837,1340,446,46,5,0
8025,Crowley,County,1502,535,924,43,0,0
8027,Custer,County,2715,868,1788,58,1,0
8029,Delta,County,15925,4622,10915,378,10,0
8031,Denver,County,301694,222018,73111,6416,149,0
8033,Dolores,County,1245,334,859,48,4,0
8035,Douglas,County,168084,61094,104397,2556,37,0
8037,Eagle,County,22668,12792,9411,458,7,0
8039,Elbert,County,14178,3603,10266,305,4,0
8041,El Paso,County,290175,111819,170952,7253,151,0
8043,Fremont,County,20416,6704,13174,527,11,0
8045,Garfield,County,24408,11305,12535,558,10,0
8047,Gilpin,County,3338,1892,1346,96,4,0
8049,Grand,County,8187,3684,4253,244,6,0
8051,Gunnison,County,8667,5044,3341,275,7,0
8053,Hinsdale,County,600,229,353,18,0,0
8055,Huerfano,County,3714,1953,1646,109,6,0
8057,Jackson,County,848,216,600,31,1,0
8059,Jefferso,County,311052,159296,144197,7402,157,0
8061,Kiowa,County,821,118,677,26,0,0
8063,Kit Cars,County,3702,838,2785,75,4,0
8065,Lake,County,3040,1839,1098,101,2,0
8067,La Plata,County,29184,15489,12794,874,27,0
8069,Larimer,County,180180,92747,82376,4965,92,0
8071,Las Anim,County,6862,3445,3263,146,8,0
8073,Lincoln,County,2287,552,1687,46,2,0
8075,Logan,County,9124,2712,6179,227,6,0
8077,Mesa,County,72947,23846,47472,1602,27,0
8079,Mineral,County,650,291,344,13,2,0
8081,Moffat,County,6168,1330,4695,141,2,0
8083,Montezum,County,12318,4542,7401,369,6,0
8085,Montrose,County,20130,6138,13552,434,6,0
8087,Morgan,County,10777,3912,6602,256,7,0
8089,Otero,County,8192,3647,4382,161,2,0
8091,Ouray,County,3202,1646,1481,73,2,0
8093,Park,County,9366,3862,5236,266,2,0
8095,Phillips,County,2265,588,1637,39,1,0
8097,Pitkin,County,10075,6849,3024,194,8,0
8099,Prowers,County,4863,1519,3230,112,2,0
8101,Pueblo,County,76194,42551,31894,1709,40,0
8103,Rio Blan,County,3369,568,2724,75,2,0
8105,Rio Gran,County,5533,2478,2918,133,4,0
8107,Routt,County,13317,7547,5469,299,2,0
8109,Saguache,County,2932,1865,964,99,4,0
8111,San Juan,County,506,266,212,28,0,0
8113,San Migu,County,4256,2992,1154,107,3,0
8115,Sedgwick,County,1338,419,881,36,2,0
8117,Summit,County,15312,9347,5571,387,7,0
8119,Teller,County,13407,4333,8702,363,9,0
8121,Washingt,County,2591,468,2076,46,1,0
8123,Weld,County,115866,49050,63775,2993,48,0
8125,Yuma,County,4577,987,3490,97,3,0
9001,Fairfiel,County,396130,217294,175168,2644,1024,0
9003,Hartford,County,392240,244639,143238,3076,1287,0
9005,Litchfie,County,92427,43856,47201,947,423,0
9007,Middlese,County,83538,47855,34591,753,339,0
9009,New Have,County,361059,218998,138364,2490,1207,0
9011,New Lond,County,115102,67144,46119,1244,595,0
9013,Tolland,County,70991,39366,30450,830,345,0
9015,Windham,County,46588,25957,19768,596,267,0
10001,Kent,County,68680,35527,32135,1018,0,0
10003,New Cast,County,252012,167082,81230,3700,0,0
10005,Sussex,County,93229,39975,52119,1135,0,0
11001,District,County,293764,267070,21381,5313,0,0
12001,Alachua,County,120418,69699,48797,1895,27,0
12003,Baker,County,11368,2311,8975,79,3,0
12005,Bay,County,79861,22051,56876,913,21,0
12007,Bradford,County,11635,3325,8219,84,7,0
12009,Brevard,County,285559,122993,159300,3191,75,0
12011,Broward,County,756422,508312,244101,3905,104,0
12013,Calhoun,County,6152,1664,4366,116,6,0
12015,Charlott,County,84682,35906,47996,764,16,0
12017,Citrus,County,73935,28460,44662,793,20,0
12019,Clay,County,96589,25759,70022,794,14,0
12021,Collier,County,149112,51698,96520,876,18,0
12023,Columbia,County,27163,8462,18429,267,5,0
12027,DeSoto,County,9865,4174,5587,101,3,0
12029,Dixie,County,6941,1798,5052,85,6,0
12031,Duval,County,411848,196737,211615,3428,68,0
12033,Escambia,County,148502,58185,88711,1579,27,0
12035,Flagler,County,50595,23207,26969,412,7,0
12037,Franklin,County,5474,1845,3570,54,5,0
12039,Gadsden,County,22499,15770,6630,95,4,0
12041,Gilchris,County,7909,1885,5917,105,2,0
12043,Glades,County,3989,1603,2344,42,0,0
12045,Gulf,County,7108,2014,4995,97,2,0
12047,Hamilton,County,5407,2228,3138,40,1,0
12049,Hardee,County,7226,2463,4696,65,2,0
12051,Hendry,County,10185,4751,5355,76,3,0
12053,Hernando,County,83667,37830,44938,885,14,0
12055,Highland,County,42444,16148,25915,366,15,0
12057,Hillsbor,County,542102,286467,250186,5293,156,0
12059,Holmes,County,8274,1264,6919,86,5,0
12061,Indian R,County,71464,27492,43450,505,17,0
12063,Jackson,County,20941,7342,13418,179,2,0
12065,Jefferso,County,7808,3945,3808,52,3,0
12067,Lafayett,County,3399,687,2668,41,3,0
12069,Lake,County,150811,61799,87643,1337,32,0
12071,Lee,County,266166,110157,154163,1813,33,0
12073,Leon,County,148353,90881,55805,1634,33,0
12075,Levy,County,18399,6119,12054,224,2,0
12077,Liberty,County,3284,942,2301,40,1,0
12079,Madison,County,8715,4176,4474,64,1,0
12081,Manatee,County,153491,66503,85627,1322,39,0
12083,Marion,County,161385,66831,93043,1465,46,0
12085,Martin,County,78873,30107,48183,578,5,0
12086,Miami-Da,County,878314,541440,332981,3757,136,0
12087,Monroe,County,39057,19404,19234,410,9,0
12089,Nassau,County,40528,10251,29929,338,10,0
12091,Okaloosa,County,94798,23421,70168,1189,20,0
12093,Okeechob,County,12324,4856,7328,135,5,0
12095,Orange,County,466359,273665,188589,4020,85,0
12097,Osceola,County,108698,67239,40592,824,43,0
12099,Palm Bea,County,600721,349651,247398,3575,97,0
12101,Pasco,County,213573,98263,112427,2817,66,0
12103,Pinellas,County,457702,239104,213258,5233,107,0
12105,Polk,County,248683,114622,131577,2420,64,0
12107,Putnam,County,31324,11667,19326,322,9,0
12109,St. John,County,114795,35190,78513,1072,20,0
12111,St. Luci,County,123027,65869,56202,924,32,0
12113,Santa Ro,County,76846,17768,58186,883,9,0
12115,Sarasota,County,207480,95119,110504,1811,46,0
12117,Seminole,County,208620,96445,109943,2179,53,0
12119,Sumter,County,60479,19524,40646,300,9,0
12121,Suwannee,County,17629,4751,12672,201,5,0
12123,Taylor,County,9120,2764,6249,106,1,0
12125,Union,County,5393,1339,3980,71,3,0
12127,Volusia,County,234536,114748,117490,2238,60,0
12129,Wakulla,County,14660,5175,9290,194,1,0
12131,Walton,County,28494,6671,21490,325,8,0
12133,Washingt,County,10999,2820,8038,138,3,0
13001,Appling,County,7086,1758,5233,95,0,0
13003,Atkinson,County,2902,930,1938,34,0,0
13005,Bacon,County,3931,791,3093,47,0,0
13007,Baker,County,1589,794,785,10,0,0
13009,Baldwin,County,16238,8483,7589,165,1,0
13011,Banks,County,6195,780,5354,59,2,0
13013,Barrow,County,25199,6028,18725,444,2,0
13015,Bartow,County,35802,8396,26876,528,2,0
13017,Ben Hill,County,5956,2512,3396,48,0,0
13019,Berrien,County,6201,1273,4843,85,0,0
13021,Bibb,County,64718,38585,25623,508,2,0
13023,Bleckley,County,4907,1269,3587,51,0,0
13025,Brantley,County,6002,939,4964,99,0,0
13027,Brooks,County,6742,3138,3554,50,0,0
13029,Bryan,County,13453,3707,9560,185,1,0
13031,Bulloch,County,24085,9593,14174,316,2,0
13033,Burke,County,9779,5405,4301,73,0,0
13035,Butts,County,9381,2968,6306,106,1,0
13037,Calhoun,County,2188,1298,883,7,0,0
13039,Camden,County,17983,6377,11343,263,0,0
13043,Candler,County,3528,1157,2344,27,0,0
13045,Carroll,County,41549,12688,28280,580,1,0
13047,Catoosa,County,23678,5365,17858,455,0,0
13049,Charlton,County,3764,1197,2527,40,0,0
13051,Chatham,County,108628,60246,47204,1173,5,0
13053,Chattaho,County,1490,729,735,26,0,0
13055,Chattoog,County,7822,2232,5452,138,0,0
13057,Cherokee,County,98220,19841,76514,1856,9,0
13059,Clarke,County,40368,25431,13815,1109,13,0
13061,Clay,County,1402,862,537,3,0,0
13063,Clayton,County,96067,81479,14164,424,0,0
13065,Clinch,County,2472,852,1598,22,0,0
13067,Cobb,County,310116,133124,171722,5259,11,0
13069,Coffee,County,14454,5057,9248,148,1,0
13071,Colquitt,County,13328,3973,9243,112,0,0
13073,Columbia,County,58923,16451,41765,707,0,0
13075,Cook,County,6031,2042,3935,54,0,0
13077,Coweta,County,55555,15168,39653,733,1,0
13079,Crawford,County,5133,1706,3368,59,0,0
13081,Crisp,County,7396,3167,4182,47,0,0
13083,Dade,County,6020,1411,4471,138,0,0
13085,Dawson,County,10244,1241,8847,153,3,0
13087,Decatur,County,10485,4591,5824,70,0,0
13089,DeKalb,County,306265,238224,64392,3647,2,0
13091,Dodge,County,7733,2442,5214,77,0,0
13093,Dooly,County,4298,2285,1985,28,0,0
13095,Doughert,County,37919,26295,11449,175,0,0
13097,Douglas,County,55267,28441,26241,585,0,0
13099,Early,County,5353,2765,2557,31,0,0
13101,Echols,County,1102,173,917,12,0,0
13103,Effingha,County,20816,4947,15596,272,1,0
13105,Elbert,County,8143,3181,4859,103,0,0
13107,Emanuel,County,8083,2927,5100,56,0,0
13109,Evans,County,3563,1268,2268,27,0,0
13111,Fannin,County,10017,2028,7857,132,0,0
13113,Fayette,County,58568,19736,38075,757,0,0
13115,Floyd,County,32829,9640,22733,456,0,0
13117,Forsyth,County,81731,14571,65908,1250,2,0
13119,Franklin,County,7762,1499,6114,149,0,0
13121,Fulton,County,397413,255470,137124,4800,19,0
13123,Gilmer,County,11018,1958,8926,134,0,0
13125,Glascock,County,1333,176,1135,22,0,0
13127,Glynn,County,33133,11950,20893,290,0,0
13129,Gordon,County,16897,3440,13197,260,0,0
13131,Grady,County,9396,3419,5924,53,0,0
13133,Greene,County,8323,3201,5071,51,0,0
13135,Gwinnett,County,296728,132509,159855,4335,29,0
13137,Habersha,County,14641,2301,12166,172,2,0
13139,Hall,County,61364,12999,47481,881,3,0
13141,Hancock,County,4088,3308,769,11,0,0
13143,Haralson,County,10376,1789,8446,141,0,0
13145,Harris,County,15488,4145,11197,146,0,0
13147,Hart,County,9511,2870,6517,122,2,0
13149,Heard,County,4172,948,3160,64,0,0
13151,Henry,County,91378,43761,46774,840,3,0
13153,Houston,County,58056,22702,34662,677,15,0
13155,Irwin,County,3709,1141,2538,30,0,0
13157,Jackson,County,23704,4238,19135,331,0,0
13159,Jasper,County,6031,1845,4136,50,0,0
13161,Jeff Dav,County,5336,1275,3996,65,0,0
13163,Jefferso,County,7298,4261,2999,38,0,0
13165,Jenkins,County,3390,1488,1887,15,0,0
13167,Johnson,County,3772,1305,2440,27,0,0
13169,Jones,County,12105,4274,7744,87,0,0
13171,Lamar,County,7592,2602,4899,91,0,0
13173,Lanier,County,2972,1114,1820,38,0,0
13175,Laurens,County,19604,7513,11950,141,0,0
13177,Lee,County,13628,3196,10314,118,0,0
13179,Liberty,County,16170,10457,5565,147,1,0
13181,Lincoln,County,4426,1586,2807,33,0,0
13183,Long,County,3802,1442,2306,54,0,0
13185,Lowndes,County,39137,17470,21327,339,1,0
13187,Lumpkin,County,10905,2055,8647,203,0,0
13189,McDuffie,County,9592,4044,5475,73,0,0
13191,McIntosh,County,6341,2864,3409,68,0,0
13193,Macon,County,4781,3211,1545,25,0,0
13195,Madison,County,11104,2494,8443,164,3,0
13197,Marion,County,3170,1412,1733,25,0,0
13199,Meriweth,County,9264,4331,4856,77,0,0
13201,Miller,County,2775,852,1905,18,0,0
13205,Mitchell,County,8275,4081,4155,39,0,0
13207,Monroe,County,12277,3785,8361,131,0,0
13209,Montgome,County,3832,1135,2662,35,0,0
13211,Morgan,County,9027,2753,6186,88,0,0
13213,Murray,County,11217,2542,8443,230,2,0
13215,Muscogee,County,70603,42573,27510,514,6,0
13217,Newton,County,43234,21851,20982,400,1,0
13219,Oconee,County,17817,4421,13098,298,0,0
13221,Oglethor,County,6273,1914,4251,106,2,0
13223,Paulding,County,57399,15825,40846,728,0,0
13225,Peach,County,11516,6148,5287,81,0,0
13227,Pickens,County,12680,1975,10547,158,0,0
13229,Pierce,County,6846,1124,5667,55,0,0
13231,Pike,County,8109,1356,6668,85,0,0
13233,Polk,County,13608,3615,9811,182,0,0
13235,Pulaski,County,3682,1219,2444,19,0,0
13237,Putnam,County,9222,2926,6215,81,0,0
13239,Quitman,County,1128,612,510,6,0,0
13241,Rabun,County,7463,1559,5754,150,0,0
13243,Randolph,County,3058,1770,1271,17,0,0
13245,Richmond,County,79020,52560,25845,613,2,0
13247,Rockdale,County,38085,22023,15716,346,0,0
13249,Schley,County,1748,448,1286,14,0,0
13251,Screven,County,6100,2774,3287,39,0,0
13253,Seminole,County,3769,1478,2245,46,0,0
13255,Spalding,County,25088,9898,14911,279,0,0
13257,Stephens,County,9498,2131,7221,146,0,0
13259,Stewart,County,2076,1323,745,8,0,0
13261,Sumter,County,11831,6375,5378,78,0,0
13263,Talbot,County,3491,2265,1202,24,0,0
13265,Taliafer,County,963,636,323,4,0,0
13267,Tattnall,County,6667,1897,4706,64,0,0
13269,Taylor,County,3538,1572,1948,18,0,0
13271,Telfair,County,4336,1805,2480,51,0,0
13273,Terrell,County,4398,2544,1834,20,0,0
13275,Thomas,County,18953,7653,11156,144,0,0
13277,Tift,County,13927,4660,9185,82,0,0
13279,Toombs,County,9344,2746,6524,74,0,0
13281,Towns,County,6211,1273,4876,62,0,0
13283,Treutlen,County,2750,1074,1652,24,0,0
13285,Troup,County,25986,10547,15179,260,0,0
13287,Turner,County,3559,1510,2028,21,0,0
13289,Twiggs,County,4202,2270,1907,25,0,0
13291,Union,County,11079,2139,8773,167,0,0
13293,Upson,County,11263,3959,7230,74,0,0
13295,Walker,County,21896,5274,16247,374,1,0
13297,Walton,County,37612,8148,29036,428,0,0
13299,Ware,County,11939,3900,7941,98,0,0
13301,Warren,County,2526,1529,990,7,0,0
13303,Washingt,County,8808,4714,4035,59,0,0
13305,Wayne,County,10269,2596,7557,116,0,0
13307,Webster,County,1187,582,601,4,0,0
13309,Wheeler,County,2160,772,1366,22,0,0
13311,White,County,10488,1671,8651,166,0,0
13313,Whitfiel,County,26876,7210,19305,361,0,0
13315,Wilcox,County,3129,1060,2053,16,0,0
13317,Wilkes,County,4761,2087,2635,39,0,0
13319,Wilkinso,County,4450,2181,2246,23,0,0
13321,Worth,County,8419,2487,5869,63,0,0
15001,Hawaii,County,63454,47224,14753,1477,0,0
15003,Honolulu,County,296742,204349,88461,3932,0,0
15007,Kauai,County,25372,18641,6121,610,0,0
15009,Maui,County,48653,36052,11602,999,0,0
16001,Ada,County,180562,77137,97554,5235,636,0
16003,Adams,County,2061,577,1413,60,11,0
16005,Bannock,County,35264,13214,21010,822,218,0
16007,Bear Lak,County,2822,302,2489,25,6,0
16009,Benewah,County,3885,1164,2596,109,16,0
16011,Bingham,County,17606,3822,13440,294,50,0
16013,Blaine,County,10194,5992,3939,223,40,0
16015,Boise,County,3446,1053,2284,98,11,0
16017,Bonner,County,18536,6500,11367,599,70,0
